CO,CDS,DISTRICT, Expenditures (EDP 365) , Current Expense ADA ,Current Expense Per ADA,LEA Type
45,70136,Shasta Union High," 42,083,191 ","4,225.1","9,960",High School
45,70169,Whitmore Union Elementary," 455,005 ",26.9,"16,921",Elementary
45,73700,Mountain Union Elementary," 914,775 ",61.4,"14,899",Elementary
45,75267,Gateway Unified," 22,812,975 ","2,341.7","9,742",Unified
46,70177,Sierra-Plumas Joint Unified," 4,739,373 ",353.9,"13,391",Unified
47,70185,Big Springs Union Elementary," 1,183,730 ",124.4,"9,518",Elementary
47,70193,Bogus Elementary," 209,620 ",10.8,"19,355",Elementary
47,70201,Butteville Union Elementary," 1,660,966 ",191.2,"8,689",Elementary
47,70227,Delphic Elementary," 514,389 ",48.8,"10,534",Elementary
47,70243,Dunsmuir Elementary," 1,269,497 ",99.2,"12,796",Elementary
47,70250,Dunsmuir Joint Union High," 1,296,329 ",62.1,"20,872",High School
47,70292,Forks of Salmon Elementary," 168,780 ",11.0,"15,358",Elementary
47,70318,Gazelle Union Elementary," 370,200 ",29.9,"12,365",Elementary
47,70326,Grenada Elementary," 1,664,167 ",175.9,"9,460",Elementary
47,70334,Happy Camp Union Elementary," 1,413,498 ",111.2,"12,715",Elementary
47,70359,Hornbrook Elementary," 658,833 ",36.8,"17,903",Elementary
47,70367,Junction Elementary," 350,007 ",27.4,"12,765",Elementary
47,70375,Klamath River Union Elementary," 231,140 ",10.6,"21,765",Elementary
47,70383,Little Shasta Elementary," 285,908 ",15.2,"18,835",Elementary
47,70409,McCloud Union Elementary," 663,792 ",70.3,"9,438",Elementary
47,70417,Montague Elementary," 1,412,891 ",172.1,"8,211",Elementary
47,70425,Mt. Shasta Union Elementary," 4,181,418 ",474.4,"8,815",Elementary
47,70458,Seiad Elementary," 378,867 ",32.5,"11,643",Elementary
47,70466,Siskiyou Union High," 6,547,607 ",546.3,"11,986",High School
47,70482,Weed Union Elementary," 2,082,035 ",229.3,"9,081",Elementary
47,70490,Willow Creek Elementary," 513,626 ",34.5,"14,883",Elementary
47,70508,Yreka Union Elementary," 7,368,773 ",940.9,"7,832",Elementary
47,70516,Yreka Union High," 6,883,226 ",661.3,"10,409",High School
47,73684,Butte Valley Unified," 3,329,073 ",280.5,"11,867",Unified
47,76455,Scott Valley Unified," 6,562,908 ",609.3,"10,772",Unified
48,70524,Benicia Unified," 36,076,054 ","4,755.8","7,586",Unified
48,70532,Dixon Unified," 26,652,070 ","3,250.4","8,200",Unified
48,70540,Fairfield-Suisun Unified," 155,551,429 ","20,432.6","7,613",Unified
48,70565,Travis Unified," 40,467,816 ","5,313.2","7,616",Unified
48,70573,Vacaville Unified," 81,863,187 ","10,772.7","7,599",Unified
48,70581,Vallejo City Unified," 114,178,488 ","12,609.3","9,055",Unified
49,40246,Petaluma City Elementary/Joint Union High," 67,391,073 ","7,281.5","9,255",Comm Admin
49,40253,"Santa Rosa Elementary/High, City of"," 129,870,528 ","14,370.1","9,038",Comm Admin
49,70599,Alexander Valley Union Elementary," 1,641,253 ",111.9,"14,666",Elementary
49,70607,West Sonoma County Union High," 19,445,881 ","1,970.6","9,868",High School
49,70615,Bellevue Union Elementary," 17,030,733 ","1,729.6","9,847",Elementary
49,70623,Bennett Valley Union Elementary," 7,295,484 ","1,022.8","7,133",Elementary
49,70649,Cinnabar Elementary," 2,118,818 ",200.8,"10,550",Elementary
49,70656,Cloverdale Unified," 11,855,135 ","1,351.0","8,775",Unified
49,70672,Dunham Elementary," 1,558,363 ",171.7,"9,074",Elementary
49,70680,Forestville Union Elementary," 3,482,748 ",347.0,"10,038",Elementary
49,70698,Fort Ross Elementary," 519,459 ",26.2,"19,812",Elementary
49,70706,Geyserville Unified," 3,297,569 ",252.9,"13,041",Unified
49,70714,Gravenstein Union Elementary," 4,791,342 ",686.5,"6,979",Elementary
49,70722,Guerneville Elementary," 2,781,351 ",263.9,"10,540",Elementary
49,70730,Harmony Union Elementary," 2,771,280 ",188.3,"14,718",Elementary
49,70763,Horicon Elementary," 1,464,225 ",56.6,"25,893",Elementary
49,70789,Kenwood," 2,153,990 ",153.6,"14,020",Elementary
49,70797,Liberty Elementary," 1,820,695 ",207.8,"8,761",Elementary
49,70805,Mark West Union Elementary," 10,708,638 ","1,291.4","8,292",Elementary
49,70813,Monte Rio Union Elementary," 1,191,595 ",88.4,"13,486",Elementary
49,70821,Montgomery Elementary," 514,913 ",22.9,"22,505",Elementary
49,70839,Oak Grove Union Elementary," 7,276,646 ",830.1,"8,766",Elementary
49,70847,Old Adobe Union ," 15,245,770 ","1,608.1","9,480",Elementary
49,70870,Piner-Olivet Union Elementary," 9,284,422 ","1,115.7","8,322",Elementary
49,70888,Kashia Elementary," 361,267 ",8.4,"43,059",Elementary
49,70896,Rincon Valley Union Elementary," 26,174,577 ","3,047.7","8,588",Elementary
49,70904,Roseland," 18,429,442 ","1,582.6","11,645",Elementary
49,70938,Sebastopol Union Elementary," 5,427,926 ",539.3,"10,064",Elementary
49,70953,Sonoma Valley Unified," 40,888,543 ","3,996.4","10,231",Unified
49,70961,Twin Hills Union Elementary," 5,452,572 ",728.3,"7,487",Elementary
49,70979,Two Rock Union," 2,058,209 ",168.8,"12,195",Elementary
49,70995,Waugh Elementary," 6,890,398 ",897.2,"7,680",Elementary
49,71001,West Side Union Elementary," 1,357,971 ",160.9,"8,438",Elementary
49,71019,Wilmar Union Elementary," 2,058,438 ",210.2,"9,794",Elementary
49,71035,Wright Elementary," 13,226,948 ","1,558.0","8,490",Elementary
49,73882,Cotati-Rohnert Park Unified," 47,457,689 ","5,517.4","8,602",Unified
49,75358,Windsor Unified," 38,547,381 ","5,102.0","7,555",Unified
49,75390,Healdsburg Unified," 18,938,411 ","1,638.3","11,560",Unified
50,40717,Modesto City Schools," 236,530,082 ","28,391.8","8,331",Comm Admin
50,71043,Ceres Unified," 92,621,641 ","11,697.4","7,918",Unified
50,71050,Chatom Union," 5,264,831 ",628.2,"8,381",Elementary
50,71068,Denair Unified," 8,057,213 ",866.8,"9,295",Unified
50,71076,Empire Union Elementary," 21,798,202 ","2,838.4","7,680",Elementary
50,71084,Gratton Elementary," 1,314,193 ",134.0,"9,807",Elementary
50,71092,Hart-Ransom Union Elementary," 5,549,523 ",780.4,"7,111",Elementary
50,71100,Hickman Community Charter," 7,906,390 ","1,073.9","7,363",Elementary
50,71134,Keyes Union Elementary," 5,864,448 ",691.8,"8,477",Elementary
50,71142,Knights Ferry Elementary," 836,397 ",83.8,"9,984",Elementary
50,71209,Paradise Elementary," 1,536,631 ",186.6,"8,234",Elementary
50,71217,Patterson Joint Unified," 38,990,952 ","5,488.8","7,104",Unified
50,71233,Roberts Ferry Union Elementary," 1,001,286 ",123.8,"8,089",Elementary
50,71266,Salida Union Elementary," 19,350,713 ","2,469.0","7,838",Elementary
50,71274,Shiloh Elementary," 1,130,073 ",140.4,"8,050",Elementary
50,71282,Stanislaus Union Elementary," 23,971,057 ","3,074.3","7,797",Elementary
50,71290,Sylvan Union Elementary," 57,306,167 ","7,855.3","7,295",Elementary
50,71324,Valley Home Joint Elementary," 1,268,489 ",146.4,"8,663",Elementary
50,73601,Newman-Crows Landing Unified," 22,309,407 ","2,751.0","8,110",Unified
50,75549,Hughson Unified," 17,932,814 ","2,068.0","8,672",Unified
50,75556,Riverbank Unified," 21,666,779 ","2,148.4","10,085",Unified
50,75564,Oakdale Joint Unified," 40,427,196 ","4,975.2","8,126",Unified
50,75572,Waterford Unified," 15,725,835 ","1,655.0","9,502",Unified
50,75739,Turlock Unified," 102,936,831 ","13,276.0","7,754",Unified
51,71357,Brittan Elementary," 3,278,803 ",418.0,"7,844",Elementary
51,71365,Browns Elementary," 1,177,195 ",157.5,"7,474",Elementary
51,71373,East Nicolaus Joint Union High," 3,020,522 ",302.3,"9,993",High School
51,71381,Franklin Elementary," 3,196,539 ",466.5,"6,852",Elementary
51,71399,Live Oak Unified," 13,036,436 ","1,673.3","7,791",Unified
51,71407,Marcum-Illinois Union Elementary," 1,725,171 ",155.2,"11,116",Elementary
51,71415,Meridian Elementary," 655,643 ",65.6,"10,002",Elementary
51,71423,Nuestro Elementary," 1,075,528 ",135.7,"7,926",Elementary
51,71431,Pleasant Grove Joint Union Elementary," 1,317,629 ",185.2,"7,115",Elementary
51,71449,Sutter Union High," 5,724,883 ",670.0,"8,545",High School
51,71456,Winship-Robbins Elementary," 1,566,656 ",183.9,"8,519",Elementary
51,71464,Yuba City Unified," 101,392,834 ","12,153.5","8,343",Unified
52,71472,Antelope Elementary," 5,927,901 ",677.2,"8,754",Elementary
52,71498,Corning Union Elementary," 15,013,799 ","1,897.0","7,915",Elementary
52,71506,Corning Union High," 10,155,862 ",895.8,"11,338",High School
52,71514,Elkins Elementary," 178,140 ",15.8,"11,253",Elementary
52,71522,Evergreen Union Elementary," 7,546,997 ","1,002.1","7,531",Elementary
52,71530,Flournoy Union Elementary," 357,282 ",30.3,"11,803",Elementary
52,71548,Gerber Union Elementary," 3,359,724 ",369.1,"9,102",Elementary
52,71555,Kirkwood Elementary," 733,596 ",91.8,"7,996",Elementary
52,71563,Lassen View Union Elementary," 2,326,261 ",292.9,"7,943",Elementary
52,71571,Los Molinos Unified," 5,390,109 ",553.2,"9,744",Unified
52,71621,Red Bluff Union Elementary," 17,534,107 ","2,044.8","8,575",Elementary
52,71639,Red Bluff Joint Union High," 15,741,159 ","1,464.9","10,746",High School
52,71647,Reeds Creek Elementary," 934,343 ",114.0,"8,194",Elementary
52,71654,Richfield Elementary," 1,814,686 ",231.8,"7,829",Elementary
53,71662,Burnt Ranch Elementary," 1,197,646 ",82.3,"14,549",Elementary
53,71670,Coffee Creek Elementary," 169,478 ",10.0,"16,948",Elementary
53,71688,Cox Bar Elementary," 243,127 ",6.3,"38,592",Elementary
53,71696,Douglas City Elementary," 1,604,944 ",169.8,"9,453",Elementary
53,71738,Junction City Elementary," 879,160 ",77.1,"11,410",Elementary
53,71746,Lewiston Elementary," 852,037 ",48.0,"17,743",Elementary
53,71761,Trinity Center Elementary," 246,047 ",13.6,"18,078",Elementary
53,73833,Southern Trinity Joint Unified," 1,957,638 ",77.4,"25,286",Unified
53,75028,Mountain Valley Unified," 4,398,025 ",295.8,"14,869",Unified
53,76513,Trinity Alps Unified," 7,750,368 ",647.5,"11,969",Unified
54,71795,Allensworth Elementary," 773,069 ",75.1,"10,299",Elementary
54,71803,Alpaugh Unified," 3,365,034 ",284.8,"11,815",Unified
54,71811,Alta Vista Elementary," 4,381,465 ",559.0,"7,839",Elementary
54,71829,Buena Vista Elementary," 1,536,110 ",179.3,"8,568",Elementary
54,71837,Burton Elementary," 30,587,266 ","4,110.5","7,441",Elementary
54,71845,Citrus South Tule Elementary," 506,774 ",42.8,"11,849",Elementary
54,71852,Columbine Elementary," 1,433,320 ",192.0,"7,465",Elementary
54,71860,Cutler-Orosi Joint Unified," 34,522,331 ","3,926.7","8,792",Unified
54,71894,Ducor Union Elementary," 1,467,138 ",190.8,"7,691",Elementary
54,71902,Earlimart Elementary," 16,688,084 ","1,879.7","8,878",Elementary
54,71944,Hope Elementary," 1,526,447 ",201.8,"7,566",Elementary
54,71951,Hot Springs Elementary," 416,054 ",16.0,"26,036",Elementary
54,71969,Kings River Union Elementary," 3,656,439 ",441.1,"8,289",Elementary
54,71985,Liberty Elementary," 2,251,656 ",343.8,"6,550",Elementary
54,71993,Lindsay Unified," 38,697,030 ","3,991.2","9,696",Unified
54,72009,Monson-Sultana Joint Union Elementary," 3,416,899 ",423.7,"8,064",Elementary
54,72017,Oak Valley Union Elementary," 3,427,843 ",475.2,"7,214",Elementary
54,72025,Outside Creek Elementary," 839,404 ",97.6,"8,597",Elementary
54,72033,Palo Verde Union Elementary," 4,477,331 ",492.3,"9,095",Elementary
54,72041,Pixley Union Elementary," 9,781,080 ","1,042.9","9,379",Elementary
54,72058,Pleasant View Elementary," 4,426,367 ",536.3,"8,254",Elementary
54,72082,Richgrove Elementary," 7,448,246 ",655.1,"11,370",Elementary
54,72090,Rockford  Elementary," 2,607,355 ",406.2,"6,419",Elementary
54,72108,Saucelito Elementary," 812,185 ",86.4,"9,398",Elementary
54,72116,Sequoia Union Elementary," 2,293,222 ",309.8,"7,402",Elementary
54,72132,Springville Union Elementary," 2,124,739 ",278.9,"7,620",Elementary
54,72140,Stone Corral Elementary," 1,147,385 ",131.2,"8,745",Elementary
54,72157,Strathmore Union Elementary," 5,891,395 ",798.9,"7,374",Elementary
54,72173,Sundale Union Elementary," 5,476,817 ",786.0,"6,968",Elementary
54,72181,Sunnyside Union Elementary," 2,844,458 ",342.6,"8,304",Elementary
54,72199,Terra Bella Union Elementary," 8,426,878 ",890.5,"9,464",Elementary
54,72207,Three Rivers Union Elementary," 913,326 ",150.2,"6,081",Elementary
54,72215,Tipton Elementary," 4,807,206 ",592.4,"8,115",Elementary
54,72223,Traver Joint Elementary," 1,925,835 ",223.1,"8,632",Elementary
54,72231,Tulare City," 68,378,641 ","9,220.5","7,416",Elementary
54,72249,Tulare Joint Union High," 47,991,313 ","4,920.3","9,754",High School
54,72256,Visalia Unified," 197,047,048 ","26,375.2","7,471",Unified
54,72264,Waukena Joint Union Elementary," 1,911,370 ",244.9,"7,806",Elementary
54,72298,Woodville Elementary," 4,308,520 ",469.4,"9,179",Elementary
54,75325,Farmersville Unified," 23,224,175 ","2,486.1","9,341",Unified
54,75523,Porterville Unified," 107,163,697 ","12,571.5","8,524",Unified
54,75531,Dinuba Unified," 49,906,577 ","6,181.7","8,073",Unified
54,76794,Woodlake Unified," 18,984,829 ","2,210.6","8,588",Unified
54,76836,Exeter Unified," 22,367,016 ","2,846.1","7,859",Unified
55,72306,Belleview Elementary," 1,318,815 ",132.3,"9,971",Elementary
55,72348,Columbia Union," 4,318,962 ",552.5,"7,818",Elementary
55,72355,Curtis Creek Elementary," 4,187,759 ",462.4,"9,056",Elementary
55,72363,Jamestown Elementary," 3,399,369 ",320.7,"10,600",Elementary
55,72371,Sonora Elementary," 5,014,646 ",660.3,"7,595",Elementary
55,72389,Sonora Union High," 10,222,875 ","1,021.0","10,012",High School
55,72397,Soulsbyville Elementary," 3,621,615 ",500.5,"7,237",Elementary
55,72405,Summerville Elementary," 3,172,064 ",366.4,"8,657",Elementary
55,72413,Summerville Union High," 5,531,158 ",426.9,"12,957",High School
55,72421,Twain Harte-Long Barn Union Elementary," 2,686,508 ",274.1,"9,802",Elementary
55,75184,Big Oak Flat-Groveland Unified," 4,535,228 ",319.3,"14,202",Unified
56,72447,Briggs Elementary," 4,365,406 ",555.9,"7,852",Elementary
56,72454,Fillmore Unified," 30,673,579 ","3,654.2","8,394",Unified
56,72462,Hueneme Elementary," 63,985,027 ","8,157.0","7,844",Elementary
56,72470,Mesa Union Elementary," 4,436,242 ",625.7,"7,090",Elementary
56,72504,Mupu Elementary," 1,316,476 ",142.4,"9,245",Elementary
56,72512,Ocean View," 20,894,430 ","2,559.8","8,162",Elementary
56,72520,Ojai Unified," 21,256,596 ","2,556.7","8,314",Unified
56,72538,Oxnard," 130,949,401 ","16,324.9","8,021",Elementary
56,72546,Oxnard Union High," 127,502,837 ","14,918.8","8,546",High School
56,72553,Pleasant Valley Elementary," 47,015,267 ","6,353.4","7,400",Elementary
56,72561,Rio Elementary," 36,232,491 ","4,658.1","7,778",Elementary
56,72579,Santa Clara Elementary," 492,169 ",56.1,"8,770",Elementary
56,72603,Simi Valley Unified," 142,047,280 ","17,487.2","8,123",Unified
56,72611,Somis Union Elementary," 2,524,104 ",248.4,"10,162",Elementary
56,72652,Ventura Unified," 137,132,379 ","16,761.0","8,182",Unified
56,73759,Conejo Valley Unified," 158,772,058 ","19,413.8","8,178",Unified
56,73874,Oak Park Unified," 33,622,039 ","4,502.4","7,468",Unified
56,73940,Moorpark Unified," 55,013,566 ","6,419.7","8,569",Unified
56,76828,Santa Paula Unified," 43,768,730 ","5,233.9","8,363",Unified
57,72678,Davis Joint Unified," 71,683,896 ","7,648.3","9,373",Unified
57,72686,Esparto Unified," 8,000,015 ",900.8,"8,881",Unified
57,72694,Washington Unified," 56,059,978 ","7,100.5","7,895",Unified
57,72702,Winters Joint Unified," 12,088,072 ","1,472.1","8,211",Unified
57,72710,Woodland Joint Unified," 75,048,443 ","9,345.4","8,030",Unified
58,72728,Camptonville Elementary," 603,597 ",48.6,"12,422",Elementary
58,72736,Marysville Joint Unified," 72,441,928 ","8,717.0","8,310",Unified
58,72744,Plumas Lake Elementary," 8,256,322 ","1,109.0","7,445",Elementary
58,72751,Wheatland Elementary," 12,339,489 ","1,133.2","10,889",Elementary
58,72769,Wheatland Union High," 5,595,877 ",702.4,"7,967",High School
,,STATEWIDE TOTALS," 48,783,324,548 ","5,501,603.2"," 8,867 ",
